locus_tag	ID	Name	Dbxref	gbkey	gene	description
CCNA_03765	gene3966	CCNA_03765	GeneID:7331961	Gene	NA	phosphohydrolase%2C MutT/nudix family protein;protein_id=YP_002519138.1;
CCNA_03766	gene3967	CCNA_03766	GeneID:7331962	Gene	NA	16S rRNA processing protein RimM;protein_id=YP_002519139.1;
CCNA_03767	gene3968	CCNA_03767	GeneID:7331963	Gene	NA	NA
CCNA_03768	gene3969	srp	GeneID:7331964	Gene	srp	NA
CCNA_03769	gene3970	CCNA_03769	GeneID:7331965	Gene	NA	hypothetical protein;protein_id=YP_002519142.2;
CCNA_03770	gene3971	CCNA_03770	GeneID:7331966	Gene	NA	malate dehydrogenase;protein_id=YP_002519143.1;
CCNA_03771	gene3972	CCNA_03771	GeneID:7331967	Gene	NA	dehydrogenase with MaoC-like domain/dehydrogenase with MaoC-like domain;protein_id=YP_002519144.1;
CCNA_03772	gene3973	CCNA_03772	GeneID:7331968	Gene	NA	HIT1 protein;protein_id=YP_002519145.1;
CCNA_03773	gene3974	CCNA_03773	GeneID:7331969	Gene	NA	NA
CCNA_03774	gene3975	CCNA_03774	GeneID:7331970	Gene	NA	citrate lyase beta chain/citryl-CoA lyase subunit;protein_id=YP_002519147.1;
CCNA_03775	gene3976	CCNA_03775	GeneID:7331971	Gene	NA	hypothetical protein;protein_id=YP_002519148.1;
CCNA_03776	gene3977	CCNA_03776	GeneID:7331972	Gene	NA	2-5 RNA ligase;protein_id=YP_002519149.1;
CCNA_03777	gene3978	CCNA_03777	GeneID:7331973	Gene	NA	Tas protein;protein_id=YP_002519150.1;
CCNA_03778	gene3979	CCNA_03778	GeneID:7331974	Gene	NA	NA
CCNA_03779	gene3980	CCNA_03779	GeneID:7331975	Gene	NA	hypothetical protein;protein_id=YP_002519152.1;
CCNA_03780	gene3983	CCNA_03780	GeneID:7331978	Gene	NA	conserved hypothetical secreted protein;protein_id=YP_002519153.2;
CCNA_03781	gene3984	acnA	GeneID:7331979	Gene	acnA	aconitate hydratase;protein_id=YP_002519154.1;
CCNA_03782	gene3985	ccmA	GeneID:7331980	Gene	ccmA	cytochrome c biogenesis ATP-binding export protein CcmA;protein_id=YP_002519155.1;
CCNA_03783	gene3986	ccmB	GeneID:7331981	Gene	ccmB	NA
CCNA_03784	gene3987	CCNA_03784	GeneID:7331982	Gene	NA	hypothetical protein;protein_id=YP_002519157.2;
CCNA_03786	gene3989	CCNA_03786	GeneID:7331984	Gene	NA	heme chaperone heme-lyase;protein_id=YP_002519159.1;
CCNA_03787	gene3990	CCNA_03787	GeneID:7331985	Gene	NA	NA
CCNA_03788	gene3991	CCNA_03788	GeneID:7331986	Gene	NA	thiol:disulfide interchange protein tlpA;protein_id=YP_002519161.1;
CCNA_03789	gene3992	CCNA_03789	GeneID:7331987	Gene	NA	hypothetical protein;protein_id=YP_002519162.1;
CCNA_03790	gene3993	CCNA_03790	GeneID:7331988	Gene	NA	hypothetical protein;protein_id=YP_002519163.1;
CCNA_03791	gene3994	CCNA_03791	GeneID:7331989	Gene	NA	NA
CCNA_03792	gene3995	CCNA_03792	GeneID:7331990	Gene	NA	intracellular septation protein;protein_id=YP_002519165.1;
CCNA_03793	gene3996	ftsY	GeneID:7331991	Gene	ftsY	cell division protein FtsY;protein_id=YP_002519166.1;
CCNA_03794	gene3997	CCNA_03794	GeneID:7331992	Gene	NA	hypothetical protein;protein_id=YP_002519167.2;
CCNA_03795	gene3998	CCNA_03795	GeneID:7331993	Gene	NA	tellurium resistance protein terB;protein_id=YP_002519168.2;
CCNA_03796	gene3999	CCNA_03796	GeneID:7331994	Gene	NA	tellurium resistance protein terC;protein_id=YP_002519169.1;
CCNA_03797	gene4000	CCNA_03797	GeneID:7331995	Gene	NA	NA
CCNA_03798	gene4001	CCNA_03798	GeneID:7331996	Gene	NA	NA
CCNA_03799	gene4002	CCNA_03799	GeneID:7331997	Gene	NA	NA
CCNA_03800	gene4003	CCNA_03800	GeneID:7331998	Gene	NA	NA
CCNA_03801	gene4004	CCNA_03801	GeneID:7331999	Gene	NA	prolyl endopeptidase family;protein_id=YP_002519174.1;
CCNA_03802	gene4005	CCNA_03802	GeneID:7332000	Gene	NA	NA
CCNA_03803	gene4006	CCNA_03803	GeneID:7332001	Gene	NA	cellulose biosynthesis protein CelD;protein_id=YP_002519176.1;
CCNA_03804	gene4007	CCNA_03804	GeneID:7332002	Gene	NA	NA
CCNA_03805	gene4008	CCNA_03805	GeneID:7332003	Gene	NA	PadR-family transcriptional regulator;protein_id=YP_002519178.1;
CCNA_03806	gene4009	CCNA_03806	GeneID:7332004	Gene	NA	outer membrane lipoprotein;protein_id=YP_002519179.1;
CCNA_03807	gene4010	CCNA_03807	GeneID:7332005	Gene	NA	organic solvent resistance transport system Ttg2D protein;protein_id=YP_002519180.1;
CCNA_03808	gene4011	CCNA_03808	GeneID:7332006	Gene	NA	organic solvent resistance transport system Ttg2C protein;protein_id=YP_002519181.1;
CCNA_03809	gene4012	CCNA_03809	GeneID:7332007	Gene	NA	organic solvent resistance transport system permease;protein_id=YP_002519182.1;
CCNA_03810	gene4013	CCNA_03810	GeneID:7332008	Gene	NA	organic solvent resistance transport system ATP-binding protein;protein_id=YP_002519183.1;
CCNA_03811	gene4014	CCNA_03811	GeneID:7332009	Gene	NA	LysR-family transcriptional regulator;protein_id=YP_002519184.1;
CCNA_03812	gene4015	CCNA_03812	GeneID:7332010	Gene	NA	AhpD-family alkylhydroperoxidase;protein_id=YP_002519185.1;
CCNA_03813	gene4016	creS	GeneID:7332011	Gene	creS	NA
CCNA_03814	gene4017	CCNA_03814	GeneID:7332012	Gene	NA	polyketide cyclase/dehydrase-family protein;protein_id=YP_002519187.1;
CCNA_03815	gene4018	CCNA_03815	GeneID:7332013	Gene	NA	NA
CCNA_03816	gene4019	CCNA_03816	GeneID:7332014	Gene	NA	NA
CCNA_03817	gene4020	CCNA_03817	GeneID:7332015	Gene	NA	glutamate racemase;protein_id=YP_002519190.2;
CCNA_03818	gene4021	CCNA_03818	GeneID:7332016	Gene	NA	hypothetical protein;protein_id=YP_002519191.1;
CCNA_03819	gene4022	ftsK	GeneID:7332017	Gene	ftsK	cell division protein FtsK;protein_id=YP_002519192.1;
CCNA_03820	gene4023	CCNA_03820	GeneID:7332018	Gene	NA	NA
CCNA_03821	gene4025	CCNA_03821	GeneID:7332019	Gene	NA	exodeoxyribonuclease III;protein_id=YP_002519194.1;
CCNA_03822	gene4026	CCNA_03822	GeneID:7332020	Gene	NA	NA
CCNA_03823	gene4027	ubiE	GeneID:7332021	Gene	ubiE	ubiquinone/menaquinone biosynthesis methyltransferase UbiE;protein_id=YP_002519196.1;
CCNA_03824	gene4028	ubiB	GeneID:7332022	Gene	ubiB	NA
CCNA_03825	gene4029	CCNA_03825	GeneID:7332673	Gene	NA	NA
CCNA_03826	gene4030	CCNA_03826	GeneID:7332674	Gene	NA	hypothetical protein;protein_id=YP_002519199.1;
CCNA_03827	gene4031	CCNA_03827	GeneID:7332675	Gene	NA	NA
CCNA_03828	gene4032	CCNA_03828	GeneID:7332676	Gene	NA	deoxyuridine 5-triphosphate nucleotidohydrolase;protein_id=YP_002519201.1;
CCNA_02280	2-polyprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase;protein_id=YP_002517653.1;
CCNA_02660	pyridoxamine 5-phosphate oxidase family protein;protein_id=YP_002518033.1;
CCNA_03829	gene4033	CCNA_03829	GeneID:7332677	Gene	NA	hypothetical protein;protein_id=YP_002519202.2;
CCNA_03830	gene4034	CCNA_03830	GeneID:7332678	Gene	NA	multidrug resistance protein A%2C efflux pump;protein_id=YP_002519203.2;
CCNA_03831	gene4035	CCNA_03831	GeneID:7332679	Gene	NA	major facilitator superfamily transporter;protein_id=YP_002519204.1;
CCNA_03832	gene4036	CCNA_03832	GeneID:7332680	Gene	NA	TetR-family transcriptional regulator;protein_id=YP_002519205.1;
CCNA_03833	gene4037	fabI	GeneID:7332681	Gene	fabI	enoyl-(acyl-carrier protein) reductase FabI;protein_id=YP_002519206.2;
CCNA_03834	gene4038	CCNA_03834	GeneID:7332682	Gene	NA	tetratricopeptide repeat family protein;protein_id=YP_002519207.1;
CCNA_03835	gene4039	CCNA_03835	GeneID:7332683	Gene	NA	3-oxoacyl-(acyl-carrier-protein) synthase;protein_id=YP_002519208.1;
CCNA_03836	gene4040	CCNA_03836	GeneID:7332684	Gene	NA	3-hydroxydecanoyl-(acyl-carrier-protein) dehydratase;protein_id=YP_002519209.1;
CCNA_03837	gene4041	CCNA_03837	GeneID:7332685	Gene	NA	bacterial SH3 domain protein;protein_id=YP_002519210.3;
CCNA_03838	gene4042	CCNA_03838	GeneID:7332686	Gene	NA	gluconate 2-dehydrogenase/glyoxylate reductase/hydroxypyruvate reductase;protein_id=YP_002519211.2;
CCNA_03839	gene4043	CCNA_03839	GeneID:7332687	Gene	NA	acylamino-acid-releasing enzyme;protein_id=YP_002519212.1;
CCNA_03840	gene4044	CCNA_03840	GeneID:7332688	Gene	NA	succinyl-CoA:coenzyme A transferase;protein_id=YP_002519213.1;
CCNA_03841	gene4045	CCNA_03841	GeneID:7332689	Gene	NA	alpha/beta hydrolase family protein;protein_id=YP_002519214.1;
CCNA_03842	gene4046	moeB	GeneID:7332690	Gene	moeB	NA
CCNA_03843	gene4047	CCNA_03843	GeneID:7332691	Gene	NA	ATP-dependent endopeptidase hsl proteolytic subunit HslV;protein_id=YP_002519216.1;
CCNA_03844	gene4048	CCNA_03844	GeneID:7332692	Gene	NA	ATP-dependent endopeptidase hsl ATP-binding subunit HslU;protein_id=YP_002519217.1;
CCNA_03845	gene4049	CCNA_03845	GeneID:7332693	Gene	NA	ADA regulatory protein/O6-methylguanine-DNA methyltransferase;protein_id=YP_002519218.1;
CCNA_03846	gene4050	CCNA_03846	GeneID:7332694	Gene	NA	hypothetical protein;protein_id=YP_002519219.1;
CCNA_03847	gene4051	CCNA_03847	GeneID:7332695	Gene	NA	NA
CCNA_03848	gene4052	CCNA_03848	GeneID:7332696	Gene	NA	NA
CCNA_03849	gene4053	CCNA_03849	GeneID:7332697	Gene	NA	fructokinase;protein_id=YP_002519222.2;
CCNA_03850	gene4054	CCNA_03850	GeneID:7332698	Gene	NA	imidazoleglycerol-phosphate dehydratase;protein_id=YP_002519223.1;
CCNA_03851	gene4055	CCNA_03851	GeneID:7332699	Gene	NA	imidazole glycerol phosphate synthase%2C glutamine amidotransferase subunit;protein_id=YP_002519224.1;
CCNA_03852	gene4056	CCNA_03852	GeneID:7332700	Gene	NA	phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase;protein_id=YP_002519225.1;
CCNA_03853	gene4057	CCNA_03853	GeneID:7332701	Gene	NA	imidazole glycerol phosphate synthase%2C cyclase subunit;protein_id=YP_002519226.1;
CCNA_03854	gene4058	CCNA_03854	GeneID:7332702	Gene	NA	phosphoribosyl-ATP pyrophosphatase;protein_id=YP_002519227.1;
CCNA_03855	gene4059	CCNA_03855	GeneID:7332703	Gene	NA	MuttS related protein;protein_id=YP_002519228.1;
CCNA_03856	gene4060	CCNA_03856	GeneID:7332704	Gene	NA	NA
CCNA_03857	gene4061	CCNA_03857	GeneID:7332705	Gene	NA	Tim44-like domain protein;protein_id=YP_002519230.2;
CCNA_03858	gene4062	CCNA_03858	GeneID:7332706	Gene	NA	protein translocase subunit secB;protein_id=YP_002519231.1;
CCNA_03859	gene4063	cenR	GeneID:7332707	Gene	cenR	two-component response regulator cenR;protein_id=YP_002519232.3;
CCNA_03860	gene4064	CCNA_03860	GeneID:7332708	Gene	NA	NA
CCNA_03861	gene4065	CCNA_03861	GeneID:7332709	Gene	NA	NA
CCNA_03862	gene4066	CCNA_03862	GeneID:7332710	Gene	NA	thiamine monophosphate synthase TenI;protein_id=YP_002519235.2;
CCNA_03863	gene4067	CCNA_03863	GeneID:7332711	Gene	NA	hypothetical protein;protein_id=YP_002519236.2;
CCNA_03864	gene4068	CCNA_03864	GeneID:7332712	Gene	NA	hypothetical protein;protein_id=YP_002519237.3;
CCNA_03865	gene4069	CCNA_03865	GeneID:7332713	Gene	NA	leucyl-tRNA synthetase;protein_id=YP_002519238.1;
CCNA_03866	gene4070	CCNA_03866	GeneID:7332714	Gene	NA	LptE superfamily protein;protein_id=YP_002519239.1;
CCNA_03867	gene4071	CCNA_03867	GeneID:7332715	Gene	NA	DNA polymerase III%2C delta subunit;protein_id=YP_002519240.1;
CCNA_03868	gene4072	parB	GeneID:7332716	Gene	parB	chromosome partitioning protein ParB;protein_id=YP_002519241.4;
CCNA_03869	gene4073	parA	GeneID:7332717	Gene	parA	chromosome partitioning protein ParA;protein_id=YP_002519242.1;
CCNA_03870	gene4074	gidB	GeneID:7332718	Gene	gidB	methyltransferase GidB;protein_id=YP_002519243.1;
CCNA_03871	gene4075	gidA	GeneID:7332719	Gene	gidA	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA;protein_id=YP_002519244.2;
CCNA_03872	gene4076	trmE	GeneID:7332720	Gene	trmE	tRNA (5-carboxymethylaminomethyl-2-thiouridylate) synthase;protein_id=YP_002519245.3;
CCNA_03873	gene4077	trmE	GeneID:7332721	Gene	trmE	hypothetical protein;protein_id=YP_002519246.1;
CCNA_03874	gene4078	CCNA_03874	GeneID:7332722	Gene	NA	carboxymethylenebutenolidase;protein_id=YP_002519247.1;
CCNA_03875	gene4079	qor	GeneID:7332723	Gene	qor	quinone oxidoreductase;protein_id=YP_002519248.1;
CCNA_03876	gene4080	rho	GeneID:7332724	Gene	rho	NA
CCNA_03877	gene4081	CCNA_03877	GeneID:7332725	Gene	NA	conserved hypothetical membrane spanning protein;protein_id=YP_002519250.1;
CCNA_03878	gene4082	hemH	GeneID:7332726	Gene	hemH	ferrochelatase;protein_id=YP_002519251.1;
CCNA_03879	gene4083	hemE	GeneID:7332727	Gene	hemE	NA
CCNA_03880	gene1423	CCNA_03880	GeneID:17829427	Gene	NA	ligand-binding SRPBCC domain protein;protein_id=YP_008877607.1;
CCNA_03881	gene2516	CCNA_03881	GeneID:17829434	Gene	NA	NA
CCNA_03882	gene3030	CCNA_03882	GeneID:17829438	Gene	NA	phage gp6-like head-tail connector protein;protein_id=YP_008877619.1;
CCNA_03883	gene3130	CCNA_03883	GeneID:17829440	Gene	NA	hypothetical protein;protein_id=YP_008877621.1;
CCNA_03884	gene3245	CCNA_03884	GeneID:17829443	Gene	NA	hypothetical protein;protein_id=YP_008877624.1;
CCNA_03885	gene539	CCNA_03885	GeneID:17829420	Gene	NA	Abi superfamily/CAAX amino terminal protease;protein_id=YP_008877600.2;
CCNA_03886	gene610	CCNA_03886	GeneID:17829421	Gene	NA	trypsin-like peptidase domain family protein;protein_id=YP_008877601.2;
CCNA_03887	gene629	CCNA_03887	GeneID:17829422	Gene	NA	NA
CCNA_03888	gene740	CCNA_03888	GeneID:17829423	Gene	NA	hypothetical protein;protein_id=YP_008877603.1;
CCNA_03889	gene929	CCNA_03889	GeneID:17829424	Gene	NA	hypothetical protein;protein_id=YP_008877604.2;
CCNA_03890	gene1201	CCNA_03890	GeneID:17829425	Gene	NA	hypothetical protein;protein_id=YP_008877605.1;
CCNA_03891	gene1225	CCNA_03891	GeneID:17829426	Gene	NA	hypothetical protein;protein_id=YP_008877606.1; (not in microbeonline, truly hypo)
CCNA_03892	gene1608	CCNA_03892	GeneID:17829428	Gene	NA	HD family metal-dependent phosphohydrolase;protein_id=YP_008877608.1;
CCNA_03893	gene1813	CCNA_03893	GeneID:17829429	Gene	NA	hypothetical protein;protein_id=YP_008877609.1;
CCNA_03894	gene1961	CCNA_03894	GeneID:17829430	Gene	NA	MFS sugar transporter;protein_id=YP_008877610.1;
CCNA_03895	gene1965	CCNA_03895	GeneID:7331419	Gene	NA	hypothetical protein;protein_id=YP_008877611.1;
CCNA_03896	gene2183	CCNA_03896	GeneID:17829431	Gene	NA	hypothetical protein;protein_id=YP_008877612.1;
CCNA_03897	gene2272	CCNA_03897	GeneID:17829432	Gene	NA	hypothetical protein;protein_id=YP_008877613.2;
CCNA_03898	gene2515	CCNA_03898	GeneID:17829433	Gene	NA	NTF2 superfamily protein;protein_id=YP_008877614.1;
CCNA_03899	gene2656	CCNA_03899	GeneID:17829435	Gene	NA	hypothetical protein;protein_id=YP_008877616.1;
CCNA_03900	gene2670	CCNA_03900	GeneID:17829436	Gene	NA	hypothetical protein;protein_id=YP_008877617.1;
CCNA_03901	gene2721	CCNA_03901	GeneID:17829437	Gene	NA	hypothetical protein;protein_id=YP_008877618.1;
CCNA_03902	gene3129	CCNA_03902	GeneID:17829439	Gene	NA	NA
CCNA_03903	gene3152	CCNA_03903	GeneID:17829441	Gene	NA	IS4/5 transposase family protein;protein_id=YP_008877622.1;
CCNA_03904	gene3160	CCNA_03904	GeneID:17829442	Gene	NA	hypothetical protein;protein_id=YP_008877623.2;
CCNA_03905	gene3540	CCNA_03905	GeneID:17829444	Gene	NA	hypothetical protein;protein_id=YP_008877625.1;
CCNA_03906	gene3592	CCNA_03906	GeneID:17829445	Gene	NA	hypothetical protein;protein_id=YP_008877626.1;(UrcA_uranyl)- DnaA dependent?
CCNA_03907	gene3608	CCNA_03907	GeneID:17829446	Gene	NA	hypothetical protein;protein_id=YP_008877627.1;
CCNA_03909	gene3654	CCNA_03909	GeneID:17829447	Gene	NA	hypothetical protein;protein_id=YP_008877628.1;
CCNA_03910	gene3850	CCNA_03910	GeneID:17829448	Gene	NA	hypothetical protein;protein_id=YP_008877629.1;
CCNA_03911	gene23	CCNA_03911	GeneID:18668783	Gene	NA	hypothetical protein;protein_id=YP_009020482.1;
CCNA_03912	gene37	CCNA_03912	GeneID:18668785	Gene	NA	hypothetical protein;protein_id=YP_009020483.1;
CCNA_03913	gene69	CCNA_03913	GeneID:18668787	Gene	NA	hypothetical protein;protein_id=YP_009020484.1;
CCNA_03914	gene72	CCNA_03914	GeneID:18668788	Gene	NA	hypothetical protein;protein_id=YP_009020485.1;
CCNA_03915	gene178	CCNA_03915	GeneID:18668791	Gene	NA	hypothetical protein;protein_id=YP_009020486.1;
CCNA_03916	gene221	CCNA_03916	GeneID:18668792	Gene	NA	hypothetical protein;protein_id=YP_009020487.1;
CCNA_03917	gene258	CCNA_03917	GeneID:18668794	Gene	NA	hypothetical protein;protein_id=YP_009020488.1;
CCNA_03918	gene389	CCNA_03918	GeneID:18668799	Gene	NA	NA
CCNA_03919	gene444	CCNA_03919	GeneID:18668802	Gene	NA	hypothetical protein;protein_id=YP_009020490.1;
CCNA_03920	gene477	CCNA_03920	GeneID:18668803	Gene	NA	hypothetical protein;protein_id=YP_009020491.1;
CCNA_03921	gene486	CCNA_03921	GeneID:18668805	Gene	NA	NA
CCNA_03922	gene494	CCNA_03922	GeneID:18668807	Gene	NA	hypothetical protein;protein_id=YP_009020494.1;
CCNA_03923	gene568	CCNA_03923	GeneID:18668809	Gene	NA	hypothetical protein;protein_id=YP_009020495.1;
CCNA_03924	gene645	CCNA_03924	GeneID:18668813	Gene	NA	hypothetical protein;protein_id=YP_009020496.1;
CCNA_03925	gene654	CCNA_03925	GeneID:18668814	Gene	NA	hypothetical protein;protein_id=YP_009020497.1;
CCNA_03926	gene751	CCNA_03926	GeneID:18668819	Gene	NA	hypothetical protein;protein_id=YP_009020498.1;
CCNA_03927	gene753	CCNA_03927	GeneID:18668820	Gene	NA	NA
CCNA_03928	gene754	CCNA_03928	GeneID:18668821	Gene	NA	hypothetical protein;protein_id=YP_009020500.1;
CCNA_03929	gene756	CCNA_03929	GeneID:18668822	Gene	NA	hypothetical protein;protein_id=YP_009020501.1;
CCNA_03930	gene759	CCNA_03930	GeneID:18668824	Gene	NA	hypothetical protein;protein_id=YP_009020502.1;
CCNA_03931	gene760	CCNA_03931	GeneID:18668825	Gene	NA	hypothetical protein;protein_id=YP_009020503.1;
CCNA_03932	gene761	CCNA_03932	GeneID:18668826	Gene	NA	hypothetical protein;protein_id=YP_009020504.1;
CCNA_03933	gene762	CCNA_03933	GeneID:18668827	Gene	NA	hypothetical protein;protein_id=YP_009020505.1;
CCNA_03934	gene782	CCNA_03934	GeneID:18668828	Gene	NA	hypothetical protein;protein_id=YP_009020506.1;
CCNA_03935	gene790	CCNA_03935	GeneID:18668829	Gene	NA	NA
CCNA_03936	gene816	CCNA_03936	GeneID:18668833	Gene	NA	hypothetical protein;protein_id=YP_009020508.1;
CCNA_03937	gene823	CCNA_03937	GeneID:18668834	Gene	NA	NA
CCNA_03938	gene840	CCNA_03938	GeneID:18668836	Gene	NA	NA
CCNA_03939	gene845	CCNA_03939	GeneID:18668837	Gene	NA	hypothetical protein;protein_id=YP_009020511.1;
CCNA_03940	gene851	CCNA_03940	GeneID:18668838	Gene	NA	hypothetical protein;protein_id=YP_009020512.1;
CCNA_03941	gene877	CCNA_03941	GeneID:18668839	Gene	NA	hypothetical protein;protein_id=YP_009020513.1;
CCNA_03942	gene888	CCNA_03942	GeneID:18668841	Gene	NA	hypothetical protein;protein_id=YP_009020514.1;
CCNA_03943	gene904	CCNA_03943	GeneID:18668842	Gene	NA	hypothetical protein;protein_id=YP_009020515.1;
CCNA_03944	gene1007	CCNA_03944	GeneID:18668846	Gene	NA	hypothetical protein;protein_id=YP_009020516.1;
CCNA_03945	gene1119	CCNA_03945	GeneID:18668852	Gene	NA	hypothetical protein;protein_id=YP_009020517.1;
CCNA_03946	gene1234	CCNA_03946	GeneID:18668856	Gene	NA	hypothetical protein;protein_id=YP_009020518.1;
CCNA_03947	gene1345	CCNA_03947	GeneID:18668861	Gene	NA	hypothetical protein;protein_id=YP_009020519.1;
CCNA_03948	gene1454	CCNA_03948	GeneID:18668862	Gene	NA	hypothetical protein;protein_id=YP_009020520.1;
CCNA_03949	gene1499	CCNA_03949	GeneID:18668866	Gene	NA	hypothetical protein;protein_id=YP_009020521.1;
CCNA_03950	gene1500	CCNA_03950	GeneID:18668867	Gene	NA	hypothetical protein;protein_id=YP_009020522.1;
CCNA_03951	gene1553	CCNA_03951	GeneID:18668868	Gene	NA	hypothetical protein;protein_id=YP_009020523.1;
CCNA_03952	gene1630	CCNA_03952	GeneID:18668870	Gene	NA	hypothetical protein;protein_id=YP_009020524.1;
CCNA_03953	gene1637	CCNA_03953	GeneID:18668871	Gene	NA	NA
CCNA_03954	gene1674	CCNA_03954	GeneID:18668873	Gene	NA	hypothetical protein;protein_id=YP_009020526.1;
CCNA_03955	gene1703	CCNA_03955	GeneID:18668876	Gene	NA	hypothetical protein;protein_id=YP_009020527.1;
CCNA_03956	gene1806	CCNA_03956	GeneID:18668877	Gene	NA	hypothetical protein;protein_id=YP_009020528.1;
CCNA_03957	gene2010	CCNA_03957	GeneID:18668884	Gene	NA	SirA/YedF/YeeD family regulatory protein;protein_id=YP_009020529.1;
CCNA_03958	gene2044	CCNA_03958	GeneID:18668887	Gene	NA	hypothetical protein;protein_id=YP_009020530.1;
CCNA_03959	gene2052	CCNA_03959	GeneID:18668888	Gene	NA	hypothetical protein;protein_id=YP_009020531.1;
CCNA_03960	gene2080	CCNA_03960	GeneID:18668889	Gene	NA	hypothetical protein;protein_id=YP_009020532.1;
CCNA_03961	gene2120	CCNA_03961	GeneID:18668890	Gene	NA	hypothetical protein;protein_id=YP_009020533.1;
